pr_id,repo_name,pr_number,pr_title,author_id,state,is_merged,is_draft,created_at,updated_at,closed_at,merged_at,merged_by_id,additions,deletions,pr_size,changed_files,commits_count,comments_count,review_comments_count,total_comments,cycle_time_hours,days_since_created,days_since_updated,first_review_at,last_review_at,time_to_first_review_hours,review_turnaround_time_hours,approvals_count,changes_requested_count,commented_count,has_approval
Am.EventKit#197,Am.EventKit,197,bug fix,111196217,closed,True,False,2025-12-18T23:53:05+00:00,2025-12-18T23:54:28+00:00,2025-12-18T23:54:28+00:00,2025-12-18T23:54:28+00:00,72215925,120,48,168,2,1,0,0,0,0.023055555555555555,109,109,2025-12-18 23:54:01+00:00,2025-12-18 23:54:01+00:00,0.015555555555555555,,1,0,0,True
Am.EventKit#196,Am.EventKit,196,Hotfix/hopefully last,111196217,closed,True,False,2025-12-18T23:19:36+00:00,2025-12-18T23:52:08+00:00,2025-12-18T23:22:55+00:00,2025-12-18T23:22:55+00:00,72215925,11,3,14,3,2,0,0,0,0.05527777777777778,109,109,2025-12-18 23:20:43+00:00,2025-12-18 23:20:43+00:00,0.01861111111111111,,1,0,0,True
Am.EventKit#195,Am.EventKit,195,Fix/bug fixes,111127663,closed,True,False,2025-12-18T13:31:52+00:00,2025-12-18T18:44:09+00:00,2025-12-18T18:44:02+00:00,2025-12-18T18:44:02+00:00,72215925,14,21,35,4,7,1,3,4,5.2027777777777775,110,110,2025-12-18 18:05:20+00:00,2025-12-18 18:43:53+00:00,4.557777777777778,0.6425,1,0,0,True
Am.EventKit#194,Am.EventKit,194,Ref/err resp,111196217,closed,True,False,2025-12-18T09:58:36+00:00,2025-12-22T11:17:21+00:00,2025-12-18T10:14:04+00:00,2025-12-18T10:14:04+00:00,72215925,33,27,60,6,5,0,0,0,0.2577777777777778,110,106,2025-12-18 10:13:45+00:00,2025-12-18 10:13:45+00:00,0.2525,,1,0,0,True
Am.EventKit#193,Am.EventKit,193,Hotfix/verify comment removal,111196217,closed,True,False,2025-12-17T23:24:23+00:00,2025-12-18T09:09:18+00:00,2025-12-18T09:09:13+00:00,2025-12-18T09:09:13+00:00,72215925,144,134,278,4,7,0,0,0,9.747222222222222,110,110,2025-12-18 09:09:03+00:00,2025-12-18 09:09:03+00:00,9.744444444444444,,1,0,0,True
Am.EventKit#192,Am.EventKit,192,fix: isRegisterd bug fix,111196217,closed,True,False,2025-12-17T22:14:56+00:00,2025-12-17T22:23:48+00:00,2025-12-17T22:23:48+00:00,2025-12-17T22:23:48+00:00,72215925,30,14,44,2,1,0,0,0,0.14777777777777779,110,110,2025-12-17 22:23:40+00:00,2025-12-17 22:23:40+00:00,0.14555555555555555,,1,0,0,True
Am.EventKit#191,Am.EventKit,191,fix: added isPerHead logic,111196217,closed,True,False,2025-12-17T21:35:59+00:00,2025-12-17T21:41:57+00:00,2025-12-17T21:41:57+00:00,2025-12-17T21:41:57+00:00,72215925,9,1,10,1,1,0,0,0,0.09944444444444445,110,110,2025-12-17 21:41:50+00:00,2025-12-17 21:41:50+00:00,0.0975,,1,0,0,True
Am.EventKit#190,Am.EventKit,190,Restored old verify endpoint,111196217,closed,True,False,2025-12-17T20:57:40+00:00,2025-12-17T21:13:19+00:00,2025-12-17T21:13:19+00:00,2025-12-17T21:13:19+00:00,72215925,400,395,795,2,2,0,0,0,0.2608333333333333,110,110,2025-12-17 21:13:10+00:00,2025-12-17 21:13:10+00:00,0.25833333333333336,,1,0,0,True
Am.EventKit#189,Am.EventKit,189,fix: Issues in mailer identified and fixed,111196217,closed,True,False,2025-12-17T16:14:45+00:00,2025-12-22T11:17:24+00:00,2025-12-17T19:38:12+00:00,2025-12-17T19:38:12+00:00,72215925,43,19,62,2,1,0,0,0,3.390833333333333,111,106,2025-12-17 19:38:01+00:00,2025-12-17 19:38:01+00:00,3.387777777777778,,1,0,0,True
Am.EventKit#187,Am.EventKit,187,Simplified query namespace for clarity during war incidents and hotfixes,72215925,closed,True,False,2025-12-17T01:14:29+00:00,2025-12-22T11:17:23+00:00,2025-12-17T19:31:41+00:00,2025-12-17T19:31:41+00:00,111196217,71,34,105,39,25,1,0,1,18.286666666666665,111,106,2025-12-17 07:06:56+00:00,2025-12-17 19:30:42+00:00,5.8741666666666665,12.39611111111111,1,0,0,True
Am.EventKit#186,Am.EventKit,186,Fix/attendance,145009023,closed,True,False,2025-12-16T20:46:00+00:00,2025-12-22T11:17:38+00:00,2025-12-21T20:15:55+00:00,2025-12-21T20:15:55+00:00,145009023,1777,291,2068,18,26,0,0,0,119.49861111111112,111,106,2025-12-21 12:16:29+00:00,2025-12-21 12:16:29+00:00,111.50805555555556,,1,0,0,True
Am.EventKit#185,Am.EventKit,185,Hotfix2/day1,111196217,closed,True,False,2025-12-16T14:35:47+00:00,2025-12-22T11:17:22+00:00,2025-12-17T19:40:39+00:00,2025-12-17T19:40:39+00:00,72215925,577,486,1063,7,5,0,0,0,29.08111111111111,112,106,2025-12-17 19:40:30+00:00,2025-12-17 19:40:30+00:00,29.078611111111112,,1,0,0,True
Am.EventKit#184,Am.EventKit,184,temp: Decople txn for registration_fee fixes,72215925,closed,True,False,2025-12-16T13:39:43+00:00,2025-12-16T13:40:41+00:00,2025-12-16T13:40:41+00:00,2025-12-16T13:40:41+00:00,145009677,915,940,1855,13,1,0,0,0,0.01611111111111111,112,112,2025-12-16 13:40:34+00:00,2025-12-16 13:40:34+00:00,0.014166666666666666,,1,0,0,True
Am.EventKit#183,Am.EventKit,183,removed schedule validate,111196217,closed,True,False,2025-12-16T11:31:32+00:00,2025-12-22T11:17:25+00:00,2025-12-16T11:31:56+00:00,2025-12-16T11:31:56+00:00,72215925,30,30,60,1,1,0,0,0,0.006666666666666667,112,106,2025-12-16 11:31:52+00:00,2025-12-16 11:31:52+00:00,0.005555555555555556,,1,0,0,True
Am.EventKit#182,Am.EventKit,182,tiny fix,72215925,closed,True,False,2025-12-16T11:14:48+00:00,2025-12-16T11:15:24+00:00,2025-12-16T11:15:24+00:00,2025-12-16T11:15:24+00:00,111196217,1,1,2,1,1,0,0,0,0.01,112,112,2025-12-16 11:15:17+00:00,2025-12-16 11:15:17+00:00,0.008055555555555555,,1,0,0,True
Am.EventKit#181,Am.EventKit,181,remove more validators,111196217,closed,True,False,2025-12-16T11:04:39+00:00,2025-12-16T11:09:08+00:00,2025-12-16T11:09:07+00:00,2025-12-16T11:09:07+00:00,72215925,1,2,3,1,1,0,0,0,0.07444444444444444,112,112,2025-12-16 11:06:53+00:00,2025-12-16 11:09:00+00:00,0.03722222222222222,0.035277777777777776,2,0,0,True
Am.EventKit#180,Am.EventKit,180,fix: Updated at validation,72215925,closed,True,False,2025-12-16T10:54:20+00:00,2025-12-16T10:55:15+00:00,2025-12-16T10:55:15+00:00,2025-12-16T10:55:15+00:00,111196217,23,35,58,6,1,0,0,0,0.015277777777777777,112,112,2025-12-16 10:55:00+00:00,2025-12-16 10:55:00+00:00,0.011111111111111112,,1,0,0,True
Am.EventKit#179,Am.EventKit,179,remove thanus,72215925,closed,True,False,2025-12-16T10:36:44+00:00,2025-12-16T10:38:17+00:00,2025-12-16T10:38:17+00:00,2025-12-16T10:38:17+00:00,111196217,5,4,9,2,1,0,0,0,0.025833333333333333,112,112,2025-12-16 10:37:01+00:00,2025-12-16 10:37:01+00:00,0.004722222222222222,,1,0,0,True
Am.EventKit#178,Am.EventKit,178,hotfix/day1,72215925,closed,True,False,2025-12-16T08:10:13+00:00,2025-12-22T11:17:26+00:00,2025-12-16T08:19:03+00:00,2025-12-16T08:19:03+00:00,111196217,155,12,167,14,3,0,0,0,0.14722222222222223,112,106,2025-12-16 08:18:54+00:00,2025-12-16 08:18:54+00:00,0.14472222222222222,,1,0,0,True
Am.EventKit#177,Am.EventKit,177,added validator for event admin,111196217,closed,True,False,2025-12-16T07:16:25+00:00,2025-12-16T10:14:43+00:00,2025-12-16T10:14:38+00:00,2025-12-16T10:14:38+00:00,72215925,99,10,109,1,1,0,0,0,2.9702777777777776,112,112,2025-12-16 10:14:23+00:00,2025-12-16 10:14:23+00:00,2.966111111111111,,1,0,0,True
Am.EventKit#176,Am.EventKit,176,Fix/wocq,111196217,closed,True,False,2025-12-16T00:35:37+00:00,2025-12-16T00:41:57+00:00,2025-12-16T00:41:52+00:00,2025-12-16T00:41:51+00:00,72215925,8,2,10,2,2,0,0,0,0.10388888888888889,112,112,2025-12-16 00:41:42+00:00,2025-12-16 00:41:42+00:00,0.10138888888888889,,1,0,0,True
Am.EventKit#175,Am.EventKit,175,fix: Send tag count and fix toggles,72215925,closed,True,False,2025-12-15T21:23:00+00:00,2025-12-22T11:17:27+00:00,2025-12-15T22:04:07+00:00,2025-12-15T22:04:07+00:00,111196217,57,37,94,9,1,0,0,0,0.6852777777777778,112,106,2025-12-15 22:03:58+00:00,2025-12-15 22:03:58+00:00,0.6827777777777778,,1,0,0,True
Am.EventKit#174,Am.EventKit,174,fix/people,72215925,closed,True,False,2025-12-15T19:22:34+00:00,2025-12-22T11:17:28+00:00,2025-12-15T19:48:19+00:00,2025-12-15T19:48:19+00:00,111196217,8,11,19,3,1,0,0,0,0.42916666666666664,112,106,2025-12-15 19:48:11+00:00,2025-12-15 19:48:11+00:00,0.42694444444444446,,1,0,0,True
Am.EventKit#173,Am.EventKit,173,fix: Kiran's people,72215925,closed,True,False,2025-12-15T19:15:33+00:00,2025-12-15T19:21:09+00:00,2025-12-15T19:21:09+00:00,2025-12-15T19:21:09+00:00,111196217,11,35,46,4,1,0,0,0,0.09333333333333334,112,112,2025-12-15 19:16:54+00:00,2025-12-15 19:16:54+00:00,0.0225,,1,0,0,True
Am.EventKit#172,Am.EventKit,172,Dev queue,111196217,closed,True,False,2025-12-15T18:54:09+00:00,2025-12-15T22:08:02+00:00,2025-12-15T22:07:54+00:00,2025-12-15T22:07:54+00:00,72215925,364,45,409,12,23,1,0,1,3.2291666666666665,112,112,2025-12-15 22:07:45+00:00,2025-12-15 22:07:45+00:00,3.2266666666666666,,1,0,0,True
Am.EventKit#171,Am.EventKit,171,fix: Password can be blank in organizer edit,72215925,closed,True,False,2025-12-15T18:46:44+00:00,2025-12-22T11:17:29+00:00,2025-12-15T18:51:38+00:00,2025-12-15T18:51:38+00:00,111196217,2,2,4,2,2,0,0,0,0.08166666666666667,113,106,2025-12-15 18:49:03+00:00,2025-12-15 18:49:03+00:00,0.03861111111111111,,1,0,0,True
Am.EventKit#170,Am.EventKit,170,fix: Removed unique constraint for cover_image_url,72215925,closed,True,False,2025-12-15T17:46:06+00:00,2025-12-22T11:17:30+00:00,2025-12-15T18:20:55+00:00,2025-12-15T18:20:55+00:00,111196217,34,19,53,19,3,0,0,0,0.5802777777777778,113,106,2025-12-15 18:18:37+00:00,2025-12-15 18:18:37+00:00,0.5419444444444445,,1,0,0,True
Am.EventKit#169,Am.EventKit,169,fix: change schedule_id to id,145009677,closed,True,False,2025-12-15T12:03:13+00:00,2025-12-15T16:59:07+00:00,2025-12-15T15:42:31+00:00,2025-12-15T15:42:31+00:00,111196217,13,13,26,1,1,0,0,0,3.655,113,113,2025-12-15 15:42:18+00:00,2025-12-15 15:42:18+00:00,3.651388888888889,,1,0,0,True
Am.EventKit#168,Am.EventKit,168,added team leader,111196217,closed,True,False,2025-12-15T08:28:06+00:00,2025-12-15T16:59:08+00:00,2025-12-15T11:02:43+00:00,2025-12-15T11:02:43+00:00,111127663,17,0,17,1,1,0,0,0,2.5769444444444445,113,113,2025-12-15 11:02:33+00:00,2025-12-15 11:02:33+00:00,2.5741666666666667,,1,0,0,True
Am.EventKit#167,Am.EventKit,167,100kgs; hence maximum effort - totally not a deadpool ref :),72215925,closed,True,False,2025-12-15T08:08:51+00:00,2025-12-15T08:23:04+00:00,2025-12-15T08:23:04+00:00,2025-12-15T08:23:04+00:00,111196217,34,40,74,3,1,0,0,0,0.23694444444444446,113,113,2025-12-15 08:22:34+00:00,2025-12-15 08:22:34+00:00,0.2286111111111111,,1,0,0,True
Am.EventKit#166,Am.EventKit,166,Game of `tag` with mistress menon,72215925,closed,True,False,2025-12-15T07:47:28+00:00,2025-12-15T07:52:54+00:00,2025-12-15T07:51:01+00:00,2025-12-15T07:51:01+00:00,115925529,18,2,20,2,1,0,0,0,0.059166666666666666,113,113,2025-12-15 07:50:17+00:00,2025-12-15 07:50:17+00:00,0.04694444444444444,,1,0,0,True
Am.EventKit#165,Am.EventKit,165,fix: Group fix in get-tickets,72215925,closed,True,False,2025-12-15T07:38:14+00:00,2025-12-15T07:41:38+00:00,2025-12-15T07:41:38+00:00,2025-12-15T07:41:38+00:00,115925529,9,17,26,3,1,0,0,0,0.056666666666666664,113,113,2025-12-15 07:38:59+00:00,2025-12-15 07:38:59+00:00,0.0125,,1,0,0,True
Am.EventKit#164,Am.EventKit,164,smooth operator,72215925,closed,True,False,2025-12-15T06:21:30+00:00,2025-12-15T06:46:48+00:00,2025-12-15T06:46:48+00:00,2025-12-15T06:46:48+00:00,115925529,16,34,50,2,1,0,0,0,0.4216666666666667,113,113,2025-12-15 06:46:42+00:00,2025-12-15 06:46:42+00:00,0.42,,1,0,0,True
Am.EventKit#163,Am.EventKit,163,one more time,72215925,closed,True,False,2025-12-15T06:05:59+00:00,2025-12-15T06:06:45+00:00,2025-12-15T06:06:45+00:00,2025-12-15T06:06:45+00:00,145009677,8,4,12,2,3,0,0,0,0.012777777777777779,113,113,2025-12-15 06:06:23+00:00,2025-12-15 06:06:23+00:00,0.006666666666666667,,1,0,0,True
Am.EventKit#237,Am.EventKit,237,fix: repair CreateDispute and UpdateDispute,145009023,open,False,False,2026-01-03T17:45:03+00:00,2026-01-15T05:58:21+00:00,,,,88,25,113,4,1,1,3,4,,94,82,2026-01-04 15:59:30+00:00,2026-01-04 15:59:30+00:00,22.240833333333335,,0,0,0,False
Am.EventKit#230,Am.EventKit,230,Chore/lowercase emails,145009023,open,False,False,2026-01-01T23:49:43+00:00,2026-01-15T05:59:45+00:00,,,,51,21,72,7,3,2,0,2,,95,82,2026-01-04 16:56:30+00:00,2026-01-04 16:56:30+00:00,65.11305555555556,,0,0,0,False
Am.EventKit#228,Am.EventKit,228,Fix/verify,145009023,open,False,True,2025-12-31T00:35:57+00:00,2026-01-15T06:01:45+00:00,,,,1011,29,1040,8,7,1,11,12,,97,82,2026-01-04 16:35:04+00:00,2026-01-04 16:46:12+00:00,111.98527777777778,0.18555555555555556,0,0,0,False
